loan_id,customer_id,application_ts,decision_ts,product_type,channel,requested_amount,currency,term_months,declared_monthly_income,apr,credit_score,risk_band,decision_status
L000569,C00400,2023-06-16T00:00:00,2023-06-23T00:00:00,PERSONAL_LOAN,APP,2453220,COP,3,3061250,0.191,700,B,PENDING
L000570,C00026,2024-07-12T00:00:00,2024-07-25T00:00:00,MICROLOAN,WEB,2287667,COP,6,2175685,0.274,677,E,PENDING
L000571,C00358,2024-05-21T00:00:00,2024-06-01T00:00:00,MICROLOAN,APP,2267574,COP,36,362060,0.601,690,A,REJECTED
L000572,C00364,2024-09-27T00:00:00,2024-09-29T00:00:00,PERSONAL_LOAN,PARTNER,1810639,COP,12,6352280,0.355,706,D,APPROVED
L000573,C00337,2024-12-08T00:00:00,2024-12-22T00:00:00,BNPL,WEB,3792721,COP,9,3443230,0.337,541,A,REJECTED
L000574,C00276,2023-09-20T00:00:00,2023-09-26T00:00:00,BNPL,APP,1675599,COP,6,2204815,0.37,641,B,REJECTED
L000575,C00124,2024-03-04T00:00:00,2024-03-12T00:00:00,BNPL,WEB,1014644,COP,36,2271961,0.372,634,E,REJECTED
L000576,C00520,2024-06-09T00:00:00,2024-06-16T00:00:00,MICROLOAN,PARTNER,2778695,COP,3,595538,0.327,693,A,APPROVED
L000577,C00182,2023-09-26T00:00:00,2023-10-01T00:00:00,MICROLOAN,PARTNER,1043923,COP,36,6664498,0.382,702,B,REJECTED
L000578,C00221,2023-03-05T00:00:00,2023-03-15T00:00:00,BNPL,APP,3220972,COP,9,6572344,0.51,605,A,PENDING
L000579,C00087,2023-01-03T00:00:00,2023-01-11T00:00:00,PERSONAL_LOAN,PARTNER,1742680,COP,6,3794404,0.642,567,E,PENDING
L000580,C00245,2023-12-07T00:00:00,2023-12-14T00:00:00,BNPL,APP,2941704,COP,3,435696,0.572,584,C,PENDING
L000581,C00432,2025-02-10T00:00:00,2025-02-22T00:00:00,MICROLOAN,APP,2077642,COP,18,1477479,0.594,576,D,REJECTED
L000582,C00059,2025-01-22T00:00:00,2025-02-01T00:00:00,BNPL,PARTNER,2500636,COP,12,3226982,0.318,569,B,PENDING
L000583,C00504,2023-08-20T00:00:00,2023-09-01T00:00:00,MICROLOAN,APP,2990021,COP,9,1520592,0.337,716,B,REJECTED
L000584,C00502,2023-07-02T00:00:00,2023-07-06T00:00:00,BNPL,PARTNER,995404,COP,3,2385555,0.634,792,C,REJECTED
L000585,C00198,2023-09-01T00:00:00,2023-09-09T00:00:00,BNPL,WEB,1994986,COP,18,4537150,0.633,596,C,REJECTED
L000586,C00209,2023-05-20T00:00:00,2023-05-20T00:00:00,PERSONAL_LOAN,WEB,3042676,COP,18,3324573,0.483,656,B,REJECTED
L000587,C00137,2024-05-28T00:00:00,2024-06-08T00:00:00,PERSONAL_LOAN,PARTNER,2144625,COP,6,2732723,0.621,682,D,APPROVED
L000588,C00110,2024-07-19T00:00:00,2024-07-30T00:00:00,PERSONAL_LOAN,PARTNER,1085683,COP,18,1701929,0.374,767,B,APPROVED
L000589,C00094,2024-02-31T10:15:00,2024-09-04T00:00:00,PERSONAL_LOAN,WEB,2005997,COP,24,3903812,0.232,574,E,PENDING
L000590,C00028,2025-02-18T00:00:00,2025-03-04T00:00:00,BNPL,PARTNER,4070731,COP,6,3835869,0.638,636,A,APPROVED
L000591,C00100,2024-02-01T00:00:00,2024-02-02T00:00:00,MICROLOAN,PARTNER,4074003,COP,9,3135967,0.488,695,C,APPROVED
L000592,C00422,2023-01-28T00:00:00,2023-02-10T00:00:00,PERSONAL_LOAN,APP,2732451,COP,36,3993984,0.577,670,D,PENDING
L000593,C00487,2024-04-01T00:00:00,2024-04-08T00:00:00,MICROLOAN,PARTNER,2655959,COP,3,3564133,0.426,756,D,REJECTED
L000594,C00330,2023-08-30T00:00:00,2023-09-05T00:00:00,BNPL,APP,2089417,COP,3,4699913,0.192,686,E,REJECTED
L000595,C00237,2023-11-03T00:00:00,2023-11-06T00:00:00,PERSONAL_LOAN,WEB,3236962,COP,18,5535688,0.312,570,D,APPROVED
L000596,C00353,2023-03-24T00:00:00,2023-03-24T00:00:00,PERSONAL_LOAN,WEB,3354352,COP,24,4232290,0.439,632,D,APPROVED
L000597,C00164,2024-07-02T00:00:00,2024-07-14T00:00:00,PERSONAL_LOAN,WEB,2284171,COP,9,4804055,0.556,569,D,APPROVED
L000598,C00168,2023-09-27T00:00:00,2023-09-30T00:00:00,MICROLOAN,APP,1719134,COP,3,4344058,0.597,775,C,APPROVED
L000599,C00397,2024-05-11T00:00:00,2024-05-18T00:00:00,MICROLOAN,APP,2714334,COP,9,4591867,0.442,644,B,PENDING
L000600,C00149,2024-12-27T00:00:00,2024-12-27T00:00:00,PERSONAL_LOAN,PARTNER,1883423,COP,3,2708498,0.461,602,A,REJECTED
L000601,C00021,2023-09-27T00:00:00,2023-10-01T00:00:00,PERSONAL_LOAN,APP,2877514,COP,3,985435,0.625,536,B,APPROVED
L000602,C00086,2023-09-18T00:00:00,2023-09-22T00:00:00,BNPL,APP,1891370,COP,24,3515061,0.631,659,D,PENDING
L000603,C00019,2023-01-08T00:00:00,2023-01-16T00:00:00,MICROLOAN,APP,1531641,COP,18,2407099,0.439,688,A,APPROVED
L000604,C00505,2024-01-11T00:00:00,2024-01-20T00:00:00,MICROLOAN,WEB,4918487,COP,18,4451396,0.375,638,B,APPROVED
L000605,C00183,2023-02-11T00:00:00,2023-02-23T00:00:00,PERSONAL_LOAN,PARTNER,3309666,COP,6,2482661,0.532,631,B,PENDING
L000606,C00118,2024-04-17T00:00:00,2024-04-26T00:00:00,PERSONAL_LOAN,PARTNER,2785647,COP,3,2105006,0.618,554,B,PENDING
L000607,C00105,2024-05-15T00:00:00,2024-05-18T00:00:00,BNPL,WEB,5185538,COP,3,6438859,0.233,643,D,PENDING
L000608,C00089,2023-02-25T00:00:00,2023-02-27T00:00:00,BNPL,APP,2384588,COP,3,703668,0.638,740,D,REJECTED
L000609,C00043,2024-02-21T00:00:00,2024-02-28T00:00:00,MICROLOAN,APP,1029778,COP,36,2444838,0.529,725,A,APPROVED
L000610,C00453,2023-09-23T00:00:00,2023-10-02T00:00:00,PERSONAL_LOAN,PARTNER,2844197,COP,12,1981351,0.514,669,D,PENDING
L000611,C00316,2024-09-26T00:00:00,2024-09-28T00:00:00,MICROLOAN,WEB,3505826,COP,36,1218310,0.321,458,C,PENDING
L000612,C00073,2023-12-11T00:00:00,2023-12-14T00:00:00,PERSONAL_LOAN,WEB,4657830,COP,12,7250476,0.375,584,A,REJECTED
L000613,C00205,2024-06-16T00:00:00,2024-06-29T00:00:00,PERSONAL_LOAN,WEB,3548289,COP,9,2574099,0.553,648,B,PENDING
L000614,C00067,2024-07-23T00:00:00,2024-08-06T00:00:00,BNPL,APP,1868568,COP,3,4027977,0.627,686,B,PENDING
L000615,C00333,2024-06-20T00:00:00,2024-06-20T00:00:00,MICROLOAN,WEB,2652840,COP,6,5991132,0.254,723,A,PENDING
L000616,C00341,2023-03-28T00:00:00,2023-04-02T00:00:00,PERSONAL_LOAN,WEB,1935564,COP,24,3549839,0.579,493,A,APPROVED
L000617,C00020,2024-01-17T00:00:00,2024-01-19T00:00:00,PERSONAL_LOAN,APP,4248026,COP,18,2086963,0.48,676,C,PENDING
L000618,C00271,2024-04-05T00:00:00,2024-04-05T00:00:00,MICROLOAN,PARTNER,4378924,COP,12,4307252,0.216,621,E,PENDING
L000619,C00170,2025-02-15T00:00:00,2025-02-24T00:00:00,BNPL,WEB,2229132,COP,18,1413614,0.373,619,A,REJECTED
L000620,C00286,2024-08-24T00:00:00,2024-08-24T00:00:00,BNPL,APP,3098390,COP,36,1441311,0.491,611,A,APPROVED
L000621,C00205,2025-02-02T00:00:00,2025-02-05T00:00:00,PERSONAL_LOAN,WEB,2028714,COP,9,4637437,0.253,709,A,REJECTED
L000622,C00209,2024-07-09T00:00:00,2024-07-18T00:00:00,MICROLOAN,PARTNER,503923,COP,12,5315828,0.478,713,C,APPROVED
L000623,C00036,2023-10-31T00:00:00,2023-11-10T00:00:00,BNPL,APP,1572044,COP,24,1853368,0.62,625,C,REJECTED
L000624,C00414,2023-04-13T00:00:00,2023-04-15T00:00:00,PERSONAL_LOAN,PARTNER,2286158,COP,24,5342137,0.203,673,B,APPROVED
L000625,C00063,2024-05-05T00:00:00,2024-05-18T00:00:00,BNPL,WEB,2778913,COP,18,5647134,0.419,692,C,REJECTED
L000626,C00362,2023-10-27T00:00:00,2023-10-27T00:00:00,BNPL,APP,2649524,COP,9,6602139,0.405,656,B,REJECTED
L000627,C00489,2024-08-11T00:00:00,2024-08-16T00:00:00,BNPL,PARTNER,1657755,COP,18,3188651,0.314,718,A,PENDING
L000628,C00336,2023-06-22T00:00:00,2023-06-22T00:00:00,PERSONAL_LOAN,PARTNER,1168889,COP,12,5258568,0.358,571,A,REJECTED
L000629,C00202,2023-04-13T00:00:00,2023-04-16T00:00:00,MICROLOAN,PARTNER,4255934,COP,36,3974744,0.331,711,C,PENDING
L000630,C00134,2024-11-14T00:00:00,2024-11-28T00:00:00,MICROLOAN,PARTNER,3373682,COP,9,1110161,0.278,735,D,PENDING
L000631,C00484,2024-06-04T00:00:00,2024-06-11T00:00:00,BNPL,PARTNER,1264449,COP,24,4408664,0.308,676,C,REJECTED
L000632,C00341,2024-12-31T00:00:00,2025-01-14T00:00:00,MICROLOAN,WEB,1820269,COP,9,1491005,0.489,607,E,APPROVED
L000633,C00020,2024-01-26T00:00:00,2024-02-05T00:00:00,BNPL,APP,888008,COP,24,3046071,0.211,698,B,APPROVED
L000634,C00193,2024-04-23T00:00:00,2024-05-07T00:00:00,PERSONAL_LOAN,WEB,1098082,COP,24,3528374,0.523,682,E,PENDING
L000635,C00085,2023-06-30T00:00:00,2023-07-10T00:00:00,BNPL,APP,2857389,COP,6,6204239,0.244,519,A,PENDING
L000636,C00256,2024-05-03T00:00:00,2024-05-14T00:00:00,MICROLOAN,WEB,4952748,COP,12,1182696,0.24,631,D,REJECTED
L000637,C00236,2024-02-31T10:15:00,2024-09-04T00:00:00,BNPL,WEB,2733102,COP,18,5551949,0.418,752,B,REJECTED
L000638,C00355,2023-06-01T00:00:00,2023-06-01T00:00:00,PERSONAL_LOAN,PARTNER,2079835,COP,6,2295470,0.41,672,C,REJECTED
L000639,C00017,2024-01-04T00:00:00,2024-01-09T00:00:00,BNPL,PARTNER,3049882,COP,9,4736145,0.31,630,A,APPROVED
L000640,C00299,2024-01-28T00:00:00,2024-01-31T00:00:00,MICROLOAN,APP,4910432,COP,9,6178306,0.377,652,A,APPROVED
L000641,C00162,2024-03-22T00:00:00,2024-03-22T00:00:00,PERSONAL_LOAN,APP,1595791,COP,18,893298,0.518,653,D,REJECTED
L000642,C00069,2023-11-03T00:00:00,2023-11-14T00:00:00,PERSONAL_LOAN,WEB,736669,COP,6,3432817,0.193,556,C,APPROVED
L000643,C00238,2024-04-06T00:00:00,2024-04-06T00:00:00,BNPL,PARTNER,2114856,COP,12,2390053,0.557,497,B,APPROVED
L000644,C00047,2024-10-24T00:00:00,2024-11-03T00:00:00,BNPL,WEB,2503942,COP,3,3673028,0.615,606,B,REJECTED
L000645,C00010,2024-06-17T00:00:00,2024-06-22T00:00:00,MICROLOAN,PARTNER,2491220,COP,12,2705159,0.285,624,C,REJECTED
L000646,C00049,2024-04-11T00:00:00,2024-04-16T00:00:00,MICROLOAN,WEB,5470501,COP,36,3149431,0.309,701,D,REJECTED
L000647,C00177,2024-08-18T00:00:00,2024-08-23T00:00:00,BNPL,WEB,2847384,COP,6,3848913,0.184,603,C,APPROVED
L000648,C00124,2024-06-11T00:00:00,2024-06-13T00:00:00,MICROLOAN,PARTNER,4934375,COP,6,5679227,0.369,718,E,REJECTED
L000649,C00145,2024-09-07T00:00:00,2024-09-19T00:00:00,BNPL,APP,2187385,COP,24,5206129,0.52,588,D,APPROVED
L000650,C00231,2024-09-26T00:00:00,2024-10-07T00:00:00,MICROLOAN,APP,5117650,COP,3,3673270,0.292,666,A,REJECTED
L000651,C00241,2024-01-24T00:00:00,2024-01-26T00:00:00,BNPL,APP,2133410,COP,24,5196599,0.46,567,D,PENDING
L000652,C00183,2024-10-05T00:00:00,2024-10-09T00:00:00,BNPL,APP,3598094,COP,12,3266812,0.378,730,B,PENDING
L000653,C00268,2024-12-26T00:00:00,2025-01-09T00:00:00,MICROLOAN,APP,1960429,COP,3,3882259,0.228,578,A,PENDING
L000654,C00499,2024-03-15T00:00:00,2024-03-25T00:00:00,BNPL,PARTNER,2537688,COP,6,1759623,0.264,564,C,REJECTED
L000655,C00081,2023-05-01T00:00:00,2023-05-12T00:00:00,PERSONAL_LOAN,WEB,138832,COP,6,1679160,0.46,683,A,APPROVED
L000656,C00163,2024-03-27T00:00:00,2024-04-10T00:00:00,MICROLOAN,PARTNER,2538075,COP,36,6451143,0.289,505,A,REJECTED
L000657,C00431,2023-03-07T00:00:00,2023-03-16T00:00:00,PERSONAL_LOAN,PARTNER,1313234,COP,3,1352355,0.596,748,B,REJECTED
L000658,C00386,2023-05-20T00:00:00,2023-05-24T00:00:00,BNPL,WEB,1641830,COP,12,4769061,0.459,589,A,PENDING
L000659,C00499,2024-04-07T00:00:00,2024-04-16T00:00:00,BNPL,APP,2593984,COP,18,3134909,0.264,636,D,REJECTED
L000660,C00353,2024-08-06T00:00:00,2024-08-07T00:00:00,BNPL,PARTNER,3148157,COP,18,3768795,0.438,682,C,PENDING
L000661,C00291,2023-01-21T00:00:00,2023-02-01T00:00:00,BNPL,APP,1832768,COP,12,3393075,0.567,561,D,PENDING
L000662,C00511,2023-10-01T00:00:00,2023-10-09T00:00:00,MICROLOAN,PARTNER,893014,COP,12,2878343,0.327,825,C,APPROVED
L000663,C00021,2024-03-09T00:00:00,2024-03-20T00:00:00,MICROLOAN,APP,1898990,COP,18,2832652,0.361,623,B,REJECTED
L000664,C00413,2024-08-22T00:00:00,2024-08-31T00:00:00,BNPL,PARTNER,-1735051,COP,6,3602887,0.592,733,E,PENDING
L000665,C00280,2024-02-17T00:00:00,2024-03-02T00:00:00,MICROLOAN,WEB,2274750,COP,9,4969212,0.21,711,C,REJECTED
L000666,C00516,2024-03-09T00:00:00,2024-03-10T00:00:00,MICROLOAN,PARTNER,1078363,COP,12,3165940,0.218,664,A,APPROVED
L000667,C00041,2023-08-10T00:00:00,2023-08-20T00:00:00,MICROLOAN,WEB,1601520,COP,9,5386131,0.264,668,D,PENDING
L000668,C00414,2023-10-08T00:00:00,2023-10-10T00:00:00,MICROLOAN,WEB,3293790,COP,6,3951333,0.461,720,A,REJECTED
L000669,C00118,2023-06-25T00:00:00,2023-07-03T00:00:00,MICROLOAN,APP,1799435,COP,18,196582,0.364,623,D,APPROVED
L000670,C00345,2023-07-21T00:00:00,2023-07-23T00:00:00,PERSONAL_LOAN,PARTNER,3167413,COP,12,2678493,0.267,641,D,APPROVED
L000671,C00125,2023-01-10T00:00:00,2023-01-24T00:00:00,MICROLOAN,APP,2536083,COP,18,1275787,0.281,661,B,APPROVED
L000672,C00516,2025-02-03T00:00:00,2025-02-15T00:00:00,BNPL,PARTNER,625235,COP,12,4643964,0.402,620,D,PENDING
L000673,C00175,2024-10-25T00:00:00,2024-10-31T00:00:00,MICROLOAN,APP,2725745,COP,24,4584354,0.438,441,B,PENDING
L000674,C00323,2023-01-31T00:00:00,2023-02-11T00:00:00,BNPL,APP,3121485,COP,12,2761178,0.593,710,B,REJECTED
L000675,C00390,2024-04-21T00:00:00,2024-04-23T00:00:00,MICROLOAN,PARTNER,942638,COP,24,6214254,0.621,640,A,REJECTED
L000676,C00517,2023-04-05T00:00:00,2023-04-05T00:00:00,BNPL,PARTNER,-920388,COP,3,2912296,0.461,667,A,PENDING
L000677,C00252,2024-02-25T00:00:00,2024-02-25T00:00:00,MICROLOAN,PARTNER,3335026,COP,36,6014006,0.533,832,C,APPROVED
L000678,C00203,2023-06-06T00:00:00,2023-06-11T00:00:00,PERSONAL_LOAN,PARTNER,927740,COP,6,2488270,0.322,697,A,REJECTED
L000679,C00471,2024-11-19T00:00:00,2024-11-21T00:00:00,PERSONAL_LOAN,APP,2142428,COP,6,3210127,0.548,714,A,APPROVED
L000680,C00365,2023-09-23T00:00:00,2023-10-07T00:00:00,MICROLOAN,APP,3899880,COP,24,2904154,0.562,540,B,APPROVED
L000681,C00444,2024-07-10T00:00:00,2024-07-13T00:00:00,PERSONAL_LOAN,APP,1043437,USD,12,3516581,0.472,601,C,PENDING
L000682,C00409,2024-09-10T00:00:00,2024-09-16T00:00:00,BNPL,APP,2240778,COP,9,4531090,0.283,607,A,APPROVED
L000683,C00386,2024-12-12T00:00:00,2024-12-23T00:00:00,PERSONAL_LOAN,WEB,1813934,USD,24,5619431,0.183,590,D,PENDING
L000684,C00341,2024-06-22T00:00:00,2024-06-28T00:00:00,BNPL,WEB,1797743,COP,9,6055920,0.633,654,E,APPROVED
L000685,C00436,2024-07-10T00:00:00,2024-07-15T00:00:00,PERSONAL_LOAN,WEB,5247400,COP,24,4197096,0.246,726,C,PENDING
L000686,C00436,2024-05-10T00:00:00,2024-05-22T00:00:00,MICROLOAN,WEB,4073126,COP,36,2307773,0.188,555,E,REJECTED
L000687,C00330,2023-08-27T00:00:00,2023-09-10T00:00:00,MICROLOAN,WEB,2472465,COP,12,4005816,0.54,629,D,REJECTED
L000688,C00186,2024-01-27T00:00:00,2024-02-06T00:00:00,PERSONAL_LOAN,APP,3448516,COP,3,6181467,0.391,694,D,PENDING
L000689,C00021,2023-07-01T00:00:00,2023-07-05T00:00:00,PERSONAL_LOAN,PARTNER,2509717,COP,6,752127,0.636,587,D,REJECTED
L000690,C00316,2024-07-24T00:00:00,2024-07-29T00:00:00,PERSONAL_LOAN,APP,4189636,COP,6,4161865,0.181,474,E,REJECTED
L000691,C00054,2023-11-22T00:00:00,2023-11-25T00:00:00,PERSONAL_LOAN,PARTNER,2497190,COP,24,7046881,0.442,719,A,APPROVED
L000692,C00379,2023-05-01T00:00:00,2023-05-03T00:00:00,PERSONAL_LOAN,WEB,2566287,COP,12,5686430,0.609,594,B,PENDING
L000693,C00054,2024-01-11T00:00:00,2024-01-23T00:00:00,MICROLOAN,APP,2554669,COP,24,5464169,0.207,762,C,REJECTED
L000694,C00112,2024-08-24T00:00:00,2024-08-25T00:00:00,PERSONAL_LOAN,WEB,3021745,COP,36,3736932,0.517,649,B,PENDING
L000695,C00055,2024-09-07T00:00:00,2024-09-14T00:00:00,MICROLOAN,PARTNER,3651455,COP,24,3134497,0.568,515,D,REJECTED
L000696,C00477,2025-02-10T00:00:00,2025-02-21T00:00:00,BNPL,APP,3241564,COP,36,1427292,0.195,660,B,REJECTED
L000697,C00108,2023-05-07T00:00:00,2023-05-20T00:00:00,BNPL,WEB,3026086,COP,3,3784946,0.352,624,A,APPROVED
L000698,C00220,2024-10-11T00:00:00,2024-10-25T00:00:00,BNPL,WEB,4468339,COP,9,6535623,0.637,622,C,APPROVED
L000699,C00175,2024-07-28T00:00:00,2024-08-10T00:00:00,MICROLOAN,WEB,4323862,COP,18,5323141,0.194,663,B,APPROVED
L000700,C00088,2024-09-18T00:00:00,2024-09-28T00:00:00,BNPL,WEB,3953590,COP,9,5584480,0.507,622,C,PENDING
L000701,C00029,2024-06-30T00:00:00,2024-07-06T00:00:00,MICROLOAN,APP,3479250,COP,12,3156852,0.321,740,D,REJECTED
L000702,C00059,2023-05-02T00:00:00,2023-05-14T00:00:00,PERSONAL_LOAN,PARTNER,1600725,COP,36,3025921,0.514,688,E,PENDING
L000703,C00466,2024-02-14T00:00:00,2024-02-18T00:00:00,MICROLOAN,APP,4760224,COP,12,4259771,0.408,790,E,PENDING
L000704,C00047,2023-06-08T00:00:00,2023-06-15T00:00:00,BNPL,PARTNER,2393881,COP,3,1244019,0.191,530,E,REJECTED
L000705,C00194,2023-10-12T00:00:00,2023-10-17T00:00:00,BNPL,PARTNER,3003996,COP,12,3001275,0.597,710,B,REJECTED
L000706,C00151,2023-03-14T00:00:00,2023-03-18T00:00:00,PERSONAL_LOAN,APP,2745001,COP,3,4759117,0.349,704,A,PENDING
L000707,C00492,2024-12-18T00:00:00,2024-12-19T00:00:00,MICROLOAN,PARTNER,2358886,COP,36,1405896,0.465,557,B,PENDING
L000708,C00120,2023-01-04T00:00:00,2023-01-04T00:00:00,BNPL,PARTNER,2660022,COP,9,2755334,0.646,692,D,APPROVED
L000709,C00022,2024-01-09T00:00:00,2024-01-10T00:00:00,PERSONAL_LOAN,WEB,1256510,COP,12,2464607,0.55,753,A,APPROVED
L000710,C00058,2023-10-17T00:00:00,2023-10-30T00:00:00,PERSONAL_LOAN,WEB,2316071,COP,6,-869154,0.196,767,E,PENDING
L000711,C00360,2024-12-28T00:00:00,2025-01-09T00:00:00,BNPL,PARTNER,3055538,COP,3,1358895,0.55,804,C,PENDING
L000712,C00016,2023-10-19T00:00:00,2023-10-28T00:00:00,BNPL,APP,1122590,COP,18,5196592,0.498,555,E,APPROVED
L000713,C00419,2024-05-27T00:00:00,2024-05-30T00:00:00,PERSONAL_LOAN,APP,3053267,COP,36,2812757,0.498,813,E,REJECTED
L000714,C00420,2024-03-23T00:00:00,2024-03-24T00:00:00,PERSONAL_LOAN,WEB,4176793,COP,3,5108540,0.194,608,E,REJECTED
L000715,C00353,2024-09-18T00:00:00,2024-09-25T00:00:00,PERSONAL_LOAN,WEB,4255020,USD,36,121551,0.277,640,B,REJECTED
L000716,C00499,2023-01-11T00:00:00,2023-01-12T00:00:00,BNPL,WEB,2814095,COP,36,1070725,0.428,586,A,PENDING
L000717,C00253,2024-12-31T00:00:00,2025-01-09T00:00:00,BNPL,PARTNER,2414225,COP,18,1671980,0.285,689,A,PENDING
L000718,C00379,2024-10-09T00:00:00,2024-10-15T00:00:00,MICROLOAN,APP,2307904,COP,18,2512178,0.636,603,D,REJECTED
L000719,C00116,2025-02-16T00:00:00,2025-02-23T00:00:00,MICROLOAN,PARTNER,3364056,COP,9,1272093,0.523,696,C,APPROVED
L000720,C00161,2023-09-27T00:00:00,2023-09-30T00:00:00,BNPL,PARTNER,3568053,COP,18,5839961,0.359,580,C,REJECTED
L000721,C00066,2023-01-10T00:00:00,2023-01-15T00:00:00,MICROLOAN,APP,667965,COP,3,932276,0.384,779,E,APPROVED
L000722,C00236,2023-04-27T00:00:00,2023-04-29T00:00:00,BNPL,WEB,3699164,COP,6,-92444,0.58,500,B,APPROVED
L000723,C00302,2023-07-12T00:00:00,2023-07-26T00:00:00,PERSONAL_LOAN,APP,643322,COP,12,1199926,0.584,734,E,REJECTED
L000724,C00312,2024-07-02T00:00:00,2024-07-05T00:00:00,PERSONAL_LOAN,APP,3184207,COP,9,4468018,0.485,562,E,REJECTED
L000725,C00439,2023-02-03T00:00:00,2023-02-14T00:00:00,BNPL,APP,3235714,COP,3,5109243,0.192,556,D,APPROVED
L000726,C00047,2023-03-28T00:00:00,2023-04-04T00:00:00,BNPL,PARTNER,2498342,COP,3,2631072,0.249,594,B,REJECTED
L000727,C00140,2023-01-26T00:00:00,2023-02-09T00:00:00,PERSONAL_LOAN,APP,798262,COP,6,1711725,0.203,779,A,PENDING
L000728,C00097,2024-01-01T00:00:00,2024-01-04T00:00:00,BNPL,WEB,530991,COP,18,5932424,0.233,556,D,APPROVED
L000729,C00298,2023-10-30T00:00:00,2023-11-04T00:00:00,MICROLOAN,WEB,2413334,COP,36,5520363,0.401,580,B,REJECTED
L000730,C00284,2024-08-11T00:00:00,2024-08-17T00:00:00,MICROLOAN,APP,-173518,COP,6,2837508,0.372,742,A,APPROVED
L000731,C00472,2024-11-19T00:00:00,2024-12-01T00:00:00,MICROLOAN,APP,3645068,COP,6,1069009,0.411,690,A,REJECTED
L000732,C00131,2025-01-10T00:00:00,2025-01-19T00:00:00,MICROLOAN,PARTNER,19583,COP,36,5368380,0.26,547,B,APPROVED
L000733,C00187,2023-11-26T00:00:00,2023-11-26T00:00:00,MICROLOAN,PARTNER,2936849,COP,24,3350867,0.649,800,A,PENDING
L000734,C00418,2023-02-06T00:00:00,2023-02-13T00:00:00,PERSONAL_LOAN,WEB,2097547,COP,9,2968829,0.381,559,C,APPROVED
L000735,C00304,2024-04-29T00:00:00,2024-05-05T00:00:00,BNPL,PARTNER,903121,COP,6,3373038,0.643,560,E,PENDING
L000736,C00090,2024-09-06T00:00:00,2024-09-15T00:00:00,MICROLOAN,PARTNER,2571071,COP,18,3873331,0.398,602,C,REJECTED
L000737,C00313,2025-01-10T00:00:00,2025-01-17T00:00:00,PERSONAL_LOAN,WEB,2732963,COP,3,-377253,0.249,679,E,REJECTED
L000738,C00225,2023-08-10T00:00:00,2023-08-13T00:00:00,PERSONAL_LOAN,WEB,1713722,COP,24,-535723,0.256,562,C,APPROVED
L000739,C00056,2024-08-11T00:00:00,2024-08-17T00:00:00,BNPL,APP,-760083,COP,18,2692958,0.576,650,E,PENDING
L000740,C00082,2025-01-04T00:00:00,2025-01-10T00:00:00,PERSONAL_LOAN,APP,529841,COP,12,616418,0.624,658,E,REJECTED
L000741,C00106,2024-07-08T00:00:00,2024-07-10T00:00:00,PERSONAL_LOAN,APP,1158216,COP,6,3681407,0.53,744,A,REJECTED
L000742,C00299,2025-02-01T00:00:00,2025-02-15T00:00:00,BNPL,WEB,3080729,COP,3,2357096,0.64,515,D,REJECTED
L000743,C00111,2023-03-01T00:00:00,2023-03-06T00:00:00,BNPL,PARTNER,1264969,COP,9,2832497,0.568,768,D,APPROVED
L000744,C00508,2023-01-12T00:00:00,2023-01-23T00:00:00,PERSONAL_LOAN,WEB,2014399,COP,9,3628917,0.211,604,B,APPROVED
L000745,C00044,2024-09-22T00:00:00,2024-09-30T00:00:00,BNPL,WEB,2722349,COP,24,7336889,0.323,742,A,PENDING
L000746,C00517,2023-06-23T00:00:00,2023-07-03T00:00:00,BNPL,APP,3130188,COP,6,2198633,0.319,705,B,REJECTED
L000747,C00498,2024-03-19T00:00:00,2024-03-19T00:00:00,PERSONAL_LOAN,PARTNER,2543070,COP,18,7833186,0.459,744,A,PENDING
L000748,C00244,2025-01-20T00:00:00,2025-01-25T00:00:00,BNPL,APP,4616032,COP,36,913455,0.294,570,C,PENDING
L000749,C00390,2024-04-05T00:00:00,2024-04-15T00:00:00,PERSONAL_LOAN,APP,3173670,COP,12,5719796,0.278,608,A,PENDING
L000750,C00128,2023-06-10T00:00:00,2023-06-23T00:00:00,MICROLOAN,PARTNER,2276360,COP,12,5037257,0.643,683,E,REJECTED
L000751,C00255,2024-07-30T00:00:00,2024-08-09T00:00:00,MICROLOAN,WEB,944190,COP,6,2914542,0.516,687,C,PENDING
L000752,C00227,2024-08-02T00:00:00,2024-08-14T00:00:00,MICROLOAN,WEB,1944198,COP,18,7072919,0.21,640,C,REJECTED
L000753,C00449,2025-01-01T00:00:00,2025-01-14T00:00:00,BNPL,WEB,3570465,COP,18,5799637,0.201,734,C,APPROVED
L000754,C00177,2023-05-22T00:00:00,2023-05-22T00:00:00,MICROLOAN,PARTNER,3601698,COP,3,5128512,0.626,516,A,REJECTED
L000755,C00379,2023-12-20T00:00:00,2023-12-27T00:00:00,MICROLOAN,PARTNER,3487769,COP,18,-1272456,0.228,734,B,APPROVED
L000756,C00014,2023-02-25T00:00:00,2023-03-05T00:00:00,MICROLOAN,APP,1983771,COP,18,1566552,0.37,610,E,REJECTED
L000757,C00074,2024-09-25T00:00:00,2024-10-05T00:00:00,BNPL,PARTNER,1614786,COP,24,3012191,0.364,799,B,PENDING
L000758,C00237,2024-07-29T00:00:00,2024-08-12T00:00:00,MICROLOAN,APP,2912980,COP,3,2461610,0.55,513,D,APPROVED
